StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94,Q95,Q159,Q96,Q92,Q94,Q95,Q96,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q134,Q160,Q135,Q118 - Topics
6/4/2019 2:31,6/4/2019 2:44,IP Address,192.114.91.231,100,804,TRUE,6/4/2019 2:44,R_31XjfL84judg3U0,,,,,31.7808075,35.22869873,anonymous,HE,זכר,30,2,לא,,,,,,,,Yes,"int getGameDifficulty(int grid_size, int number_of_mines)",time_passed,grid_data,"expose what the cell (row,col) in the grid holds",,,,,,,calculate how much an employee should be paid according to the hours he worked and the rate he gets.,how many hours the employee worked,how much money an employee gets per hour,"float pay(hours, rate){
return hours*rate;
}",FULL_TIME_NUM_OF_HOURS,EXTRA_HOURS_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAX_BENEFITS_PER_MONTH,BENEFIT_COST,BENEFITS_AVAILABLE,"isBenefitAvailable(available_benefits,used_benefits)",כן,לא,כן,
6/4/2019 3:42,6/4/2019 3:56,IP Address,132.65.126.41,100,878,TRUE,6/4/2019 3:56,R_3JqHV7bs5EGBJfo,,,,,31.7808075,35.22869873,anonymous,HE,זכר,27,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,curr_pos,visited,rooms,,,,,,,board_state,"Sets X or O(player dependent) in the (row,column) coordinate on the board",To choose the row of the board,To choose the column of the board,board_display(),,,,,,,,,,,,,,,,,,,,,,,,,,,מחליט על כיוון הנסיעה ומתחיל את הנסיעה בהתאם למספר הקומות. ,target,curr,num_of_floors,door_state,"counter=0
start_while(counter < NUM_OF_FLOORS):
door_open()
counter++
end_while",,,,,,,,,כן,לא,לא,
6/4/2019 4:25,6/4/2019 4:41,IP Address,132.65.46.34,100,961,TRUE,6/4/2019 4:41,R_8oyvX6OqY5dH7H3,,,,,31.7808075,35.22869873,anonymous,HE,זכר,29,5,כן,תואר שני,2,,,,,,Yes,"game_difficulty(grid_size, num_mines)",game_time,board,revealing square in the grid,"מחזיר את השכר בשקלים של עובד בדירוג rate, עבור מספר שעות hours,",מספר השעות שעבד העובד,השכר השעתי הקבוע,"   pay (hours, rate) 
return hours * rate",full_time_hours_per_week,additional_hours_rate,,,,,,,,,,,,,,,,,,,,,,,,,,מערך דו מימדי,כדי לצייר X או O במשבצת המתאימה,השורה בטבלה,העמודה בטבלה,show_table(table),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,כן,
6/4/2019 10:03,6/4/2019 10:19,IP Address,192.114.91.233,100,948,TRUE,6/4/2019 10:19,R_2P74noJBiXbUpGe,,,,,31.7808075,35.22869873,anonymous,HE,זכר,27,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid_state,מבצעת תור של אחד השחקנים,מספר השורה,מספר העמודה,"display_screen(int x,int y)",,,,,,,,,,,fileSize,"סידור הקבצים ע""פ השם",אוייבקט מסוג file .,מערך של files,isFreeSpace(file),,,,,,,קובע אם לרדת או לעלות במעלית,floor_num1,floor_num2,floor_num3,floor_num4,,,,,,,,,,לא,,כן,
6/4/2019 10:14,6/4/2019 13:12,IP Address,213.57.140.207,100,10674,TRUE,6/4/2019 13:12,R_XzFJyW10zn1O8wx,,,,,31.7808075,35.22869873,anonymous,HE,זכר,19,5,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size או רק size (כי ברור שמדובר בקובץ משם המחלקה),ממיינת את הקבצים ברשימת הקלט לפי שמותיהם בסדר לקסיקוגרפי,רשימה של קבצים (שטיפוסם הוא המחלקה) או שמות קבצים (שטיפוסם מחרוזת).,רשימה ממויינת מאותו הטיפוס כמו רשימת הקלט,"can_be_expanded(file, size_to_expand, free_space_on_disk) ",,,,,,,"קובע אם צריך לרדת למעלה או למטה כדי להגיע לקומה המבוקשת, וכמה קומות צריך לזוז",destination_floor,current_floor,floor_difference,door_state,"top_floor = get_top_floor() 
while current_floor! =top_floor:
close_door() 
go_up(1)
open_door()
current_floor = get_current_floor()",MAX_BENEFITS_PER_MONTH,ILS_PER_BENEFIT,client_benefits_count,"is_balance_positive(customer_benefits_count, customer_benefits_used) ",,,,,כן,לא,כן,
6/4/2019 13:57,6/4/2019 14:13,IP Address,109.67.218.41,100,990,TRUE,6/4/2019 14:13,R_1IQzjbUOYWEpIXw,,,,,32.06669617,34.76669312,anonymous,HE,נקבה,20,4,כן,תואר ראשון,2,כן,"difficuly(size, num_of_mines) ",play_time,mine_map,"מציג בממשק הגרפי מה נמצא בתא ה-(row, col) ",,,,,,מחזיר כמה לשלם לעובד העובד במשך hours שעות ומשתכר בתעריף rate לשעה,מייצג את מספר שעות העבודה,מייצג את השכר לשעה,return hours*rate,base_rate,overtime_rate,,,,,,,cheese_location_today,visited_rooms,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,כן,
6/4/2019 14:39,6/4/2019 14:51,IP Address,176.12.214.52,100,723,TRUE,6/4/2019 14:51,R_2aS25w2Rt0zulXc,,,,,32.06669617,34.76669312,anonymous,HE,נקבה,23,4,כן,תואר ראשון,3,כן,GetDificultyLevel,GameDuration,MinesTable,מציג את הערך של התא ששמרנו בסעיף הקודם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,"Creates a list of files, sorted by their names ",A list of files to sort,"A list of files, sorted",CanIncreaseFileSize,,,,,,,,,,,,,,,,,,,,,,MaxPinuksPerMonth,PinukEligibilityPrice,EligiblePinuks,CanUsePinuk,לא,,לא,
6/4/2019 2:00,6/4/2019 2:02,IP Address,192.114.91.234,65,154,FALSE,6/5/2019 2:03,R_82PUMea8ZWfGWk1,,,,,,,anonymous,HE,זכר,24,,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2019 2:04,6/4/2019 2:06,IP Address,192.114.91.229,69,133,FALSE,6/5/2019 2:07,R_2VeEZYQbRnA1eH9,,,,,,,anonymous,HE,נקבה,26,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2019 2:07,6/4/2019 2:09,IP Address,192.114.91.229,68,112,FALSE,6/5/2019 2:09,R_TpX3fLD5k5vdq6t,,,,,,,anonymous,HE,נקבה,25,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2019 2:05,6/4/2019 2:12,IP Address,2.55.53.8,81,431,FALSE,6/5/2019 2:13,R_2usrRrWwqlxk2NO,,,,,,,anonymous,HE,זכר,26,5,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tictactoe_game_grid,מסמן בשורה והעמודה שמתקבלים את הסימון המתאים לתור השחקן,מספר השורה המתאים למהלך,מספר העמודה של המהלך,display_game_board() ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2019 3:50,6/4/2019 3:51,IP Address,192.114.91.232,61,106,FALSE,6/5/2019 3:52,R_2XgSObDMWtfgPLZ,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2019 3:24,6/5/2019 4:24,IP Address,134.191.232.70,100,3595,TRUE,6/5/2019 4:24,R_XigXUbIIsmMqizL,,,,,32.06669617,34.76669312,anonymous,HE,נקבה,32,7,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,current_game_state,to add user game step,what row in the board the contestant chose,what column in the board the contestant chose,,size,arranges files alphabetically by name,linked list of files,linked list of files arranged by alphabetically by name,"bool IsEnoughSpaceOnDisk(File file, uint32 bytes_to_add, uint32 disk_size_in_bytes",,,,,,It implements the logic of moving the elevator  ,next_elevator_floor,current_elevator_floor,number_of_stores,elevator_door_state,"current_elavator_floor = 0;
for(i=0; i< n; i++)
	if(i.is_pressed)
		next_elevator_floor = i; 
		call_stav_function(next_elevator_floor, current_elavator_floor)
		open_door(i)
		current_elavator_floor = i;",,,,,,,,,,,,,,,כן,כן,כן,
6/4/2019 4:19,6/4/2019 5:15,IP Address,192.114.91.233,92,3412,FALSE,6/5/2019 5:15,R_1QilaOluncKOA3H,,,,,,,anonymous,HE,זכר,25,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,cheese_position,places_visited,maze,,,,,,,,,,,,,,,,,game_board,לבצע את המהלך שך המשתנה בתור הנוכחי,שורה,עמודה,display_board_to_user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2019 3:29,6/4/2019 14:02,IP Address,93.173.109.128,67,38026,FALSE,6/5/2019 14:02,R_3HOfL77ofRxDUb7,,,,,,,anonymous,HE,זכר,29,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
